000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 116 125 171 255 255 150 093 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 169 253 253 253 253 253 253 218 030 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 169 253 253 253 213 142 176 253 253 122 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 052 250 253 210 032 012 000 006 206 253 140 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 077 251 210 025 000 000 000 122 248 253 065 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 031 018 000 000 000 000 209 253 253 065 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 117 247 253 198 010 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 076 247 253 231 063 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 128 253 253 144 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 176 246 253 159 012 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 025 234 253 233 035 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 198 253 253 141 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 078 248 253 189 012 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 019 200 253 253 141 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 134 253 253 173 012 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 248 253 253 025 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 248 253 253 043 020 020 020 020 005 000 005 020 020 037 150 150 150 147 010 000
000 000 000 000 000 000 000 000 248 253 253 253 253 253 253 253 168 143 166 253 253 253 253 253 253 253 123 000
000 000 000 000 000 000 000 000 174 253 253 253 253 253 253 253 253 253 253 253 249 247 247 169 117 117 057 000
000 000 000 000 000 000 000 000 000 118 123 123 123 166 253 253 253 155 123 123 041 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
